cluster	gene
348	AT1G80720
348	AT2G18330
348	AT2G19670
348	AT2G32230
348	AT2G37790
348	AT2G38550
348	AT3G13860
348	AT3G18240
348	AT3G20330
348	AT3G22660
348	AT3G49990
348	AT3G52170
348	AT3G52910
348	AT4G01560
348	AT4G25340
348	AT4G31360
348	AT5G05210
348	AT5G05990
348	AT5G16930
348	AT5G19300
348	AT5G27330
348	AT5G58370
348	AT5G60730
349	AT1G45110
349	AT1G56570
349	AT1G64220
349	AT3G12860
349	AT3G15357
349	AT3G44750
349	AT3G54910
349	AT5G41315
349	AT5G56500
349	AT5G66960
350	AT1G08610
350	AT1G44740
350	AT2G21280
350	AT2G31840
350	AT4G27620
350	AT5G62170
351	AT1G28100
351	AT5G45115
352	AT1G19340
352	AT4G02750
352	AT4G33495
352	AT5G16570
352	AT5G59240
353	AT1G35610
353	AT1G54440
353	AT1G68862
353	AT1G79220
353	AT1G80200
353	AT2G25270
353	AT2G30590
353	AT2G41460
353	AT3G20240
353	AT5G12320
353	AT5G38290
354	AT1G50390
355	AT1G77730
356	AT1G16905
357	AT1G62260
358	AT5G65400
359	AT1G01970
359	AT1G32470
359	AT1G68872
359	AT1G80890
359	AT2G26840
359	AT3G23700
359	AT4G10130
360	AT5G52450
361	AT1G73710
362	AT1G12650
362	AT1G14300
362	AT1G14620
362	AT1G15420
362	AT1G18800
362	AT1G25260
362	AT1G29320
362	AT1G73940
362	AT1G74560
362	AT2G19480
362	AT2G27775
362	AT2G31410
362	AT2G35240
362	AT2G37990
362	AT3G06040
362	AT3G07050
362	AT3G17465
362	AT3G20000
362	AT3G23830
362	AT3G23940
362	AT3G26410
362	AT3G46210
362	AT3G51800
362	AT3G55605
362	AT3G56070
362	AT3G58700
362	AT3G60360
362	AT3G61620
362	AT4G02220
362	AT4G10450
362	AT4G12600
362	AT4G13170
362	AT4G15770
362	AT4G26110
362	AT4G28450
362	AT4G30930
362	AT4G31120
362	AT4G31790
362	AT4G32720
362	AT4G34570
362	AT4G37090
362	AT5G04600
362	AT5G08180
362	AT5G53070
362	AT5G55280
362	AT5G56530
363	AT1G11420
363	AT2G48120
363	AT4G10280
364	AT5G43730
365	AT2G09925
366	AT1G09910
367	AT3G18930
368	AT1G50790
369	AT1G17640
369	AT1G31840
369	AT2G31150
369	AT2G42650
369	AT5G46100
369	AT5G67200
370	AT1G30010
370	AT2G03830
370	AT2G23040
370	AT5G61370
371	AT5G09540
372	AT1G21529
373	AT1G31335
374	AT1G31150
375	AT1G45170
375	AT1G49410
375	AT3G54320
375	AT4G14695
375	AT4G28510
375	AT4G29430
375	AT5G50370
376	AT2G31960
377	AT3G25950
378	AT1G10910
378	AT3G05750
378	AT3G26710
378	AT4G30825
378	AT5G18440
379	AT2G18000
380	AT2G30390
381	AT1G07287
382	AT1G24625
382	AT1G53330
382	AT2G08735
382	AT2G44630
383	AT2G27680
384	AT1G58410
384	AT3G20100
384	AT3G59630
384	AT3G63370
384	AT5G20320
384	AT5G38360
384	AT5G66500
385	AT2G22600
386	AT3G27620
387	AT2G23060
388	AT4G32820
389	AT1G31320
390	AT3G48810
391	AT3G01850
392	AT5G64560
393	AT1G72900
394	AT1G45230
394	AT2G39140
394	AT3G63490
395	AT5G00980
396	AT5G26160
397	AT5G51730
398	AT1G78020
399	AT2G46200
399	AT3G18390
399	AT3G63210
399	AT5G48110
399	AT5G52440
399	AT5G57100
400	AT1G31800
400	AT2G01400
401	AT4G17570
402	AT1G61400
402	AT2G15630
402	AT3G09680
402	AT3G19470
402	AT3G20710
403	AT2G24800
404	AT2G33060
405	AT2G39160
406	AT3G28390
407	AT4G39600
408	AT1G04445
409	AT3G44120
410	AT2G07638
411	AT4G34830
412	AT3G22690
413	AT1G54020
414	AT1G22980
415	AT5G28500
416	AT4G06701
417	AT5G17680
418	AT2G30840
419	AT2G42860
420	AT2G38800
421	AT2G04800
422	AT4G26200
423	AT1G33060
423	AT4G39550
424	AT5G50400
425	ATCG01100
426	AT2G21640
427	AT4G22620
428	AT2G35730
429	AT5G53700
430	AT1G26520
430	AT1G56690
430	AT2G13550
430	AT3G46950
431	AT1G52650
432	AT1G27030
433	AT1G71695
434	AT3G17040
435	AT3G04085
436	AT2G32090
437	ATCG00220
438	AT5G18710
439	AT4G23670
440	AT3G24518
441	AT3G12910
442	AT1G12880
443	AT1G52760
444	AT2G29380
445	AT4G14170
446	AT1G62960
447	AT3G04850
448	AT3G18510
448	AT3G26060
449	AT1G74880
450	AT2G18450
451	AT4G22470
452	AT5G40020
453	AT2G34140
454	AT1G08900
455	AT3G11325
456	AT1G64310
457	AT1G17065
458	AT5G48950
459	AT2G41720
460	AT5G18250
461	ATCG01050
462	AT1G53600
463	AT5G52050
464	AT1G51820
465	AT3G16710
466	AT3G15030
467	AT4G27450
468	AT5G06570
469	AT2G34080
470	AT5G01110
471	AT1G07777
472	AT3G07260
473	AT4G36600
474	AT3G04450
475	AT2G32440
476	AT1G09787
476	AT1G35710
477	AT4G04360
478	AT5G54095
479	AT3G26380
480	ATCG00720
481	AT1G61240
482	AT5G18245
483	AT3G61950
484	AT1G15620
485	ATCG00510
486	AT5G39980
487	AT3G53920
488	AT5G20450
489	AT5G27350
490	AT5G07900
491	AT3G53160
492	AT5G64480
493	AT4G26800
494	AT5G10370
495	AT4G29770
496	AT2G26560
497	AT5G49645
498	AT2G44910
499	AT1G49940
500	AT5G03180
501	AT4G38580
502	AT5G50950
503	AT4G27460
504	AT3G50820
505	AT4G26560
506	AT2G21710
507	AT1G72640
508	AT3G03625
509	AT3G03240
510	AT2G45850
511	ATMG00090
512	AT3G60730
513	AT5G02480
514	AT2G20080
515	AT1G20600
516	AT2G39850
517	AT5G09910
518	AT1G21580
518	AT1G71010
518	AT4G33240
519	AT1G02080
519	AT1G03060
519	AT2G25730
519	AT2G26890
519	AT2G48060
519	AT4G00450
520	AT3G22380
520	AT5G49680
521	AT1G80470
522	AT3G09560
523	AT1G17580
524	ATMG00300
525	AT3G18250
526	AT5G40560
527	AT1G18990
528	AT1G25141
